Muni;Mun1;CodigoMunicipio;CodMun ;Mun2
LETICIA;Leticia;91001;91001;Leticia
EL ENCANTO;El Encanto;91263;91263;El Encanto
LA CHORRERA;La Chorrera;91405;91405;La Chorrera
LA PEDRERA;La Pedrera;91407;91407;La Pedrera
LA VICTORIA;La Victoria;91430;91430;La Victoria
MIRITI - PARANÁ;Miriti - Paraná;91460;91460;Miriti - Paraná
PUERTO ALEGRÍA;Puerto Alegría;91530;91530;Puerto Alegría
PUERTO ARICA;Puerto Arica;91536;91536;Puerto Arica
PUERTO NARIÑO;Puerto Nariño;91540;91540;Puerto Nariño
PUERTO SANTANDER;Puerto Santander;91669;91669;Puerto Santander
TARAPACÁ;Tarapacá;91798;91798;Tarapacá
MEDELLÍN;Medellín;5001;5001;Medellín
ABEJORRAL;Abejorral;5002;5002;Abejorral
ABRIAQUÍ;Abriaquí;5004;5004;Abriaquí
ALEJANDRÍA;Alejandría;5021;5021;Alejandría
AMAGÁ;Amagá;5030;5030;Amagá
AMALFI;Amalfi;5031;5031;Amalfi
ANDES;Andes;5034;5034;Andes
ANGELÓPOLIS;Angelópolis;5036;5036;Angelópolis
ANGOSTURA;Angostura;5038;5038;Angostura
ANORÍ;Anorí;5040;5040;Anorí
SANTAFÉ DE ANTIOQUIA;Santafé De Antioquia;5042;5042;Santafé De Antioquia
ANZA;Anza;5044;5044;Anza
APARTADÓ;Apartadó;5045;5045;Apartadó
ARBOLETES;Arboletes;5051;5051;Arboletes
ARGELIA;Argelia;5055;5055;Argelia
ARMENIA;Armenia;5059;5059;Armenia
BARBOSA;Barbosa;5079;5079;Barbosa
BELMIRA;Belmira;5086;5086;Belmira
BELLO;Bello;5088;5088;Bello
BETANIA;Betania;5091;5091;Betania
BETULIA;Betulia;5093;5093;Betulia
CIUDAD BOLÍVAR;Ciudad Bolívar;5101;5101;Ciudad Bolívar
BRICEÑO;Briceño;5107;5107;Briceño
BURITICÁ;Buriticá;5113;5113;Buriticá
CÁCERES;Cáceres;5120;5120;Cáceres
CAICEDO;Caicedo;5125;5125;Caicedo
CALDAS;Caldas;5129;5129;Caldas
CAMPAMENTO;Campamento;5134;5134;Campamento
CAÑASGORDAS;Cañasgordas;5138;5138;Cañasgordas
CARACOLÍ;Caracolí;5142;5142;Caracolí
CARAMANTA;Caramanta;5145;5145;Caramanta
CAREPA;Carepa;5147;5147;Carepa
EL CARMEN DE VIBORAL;El Carmen De Viboral;5148;5148;El Carmen De Viboral
CAROLINA;Carolina;5150;5150;Carolina
CAUCASIA;Caucasia;5154;5154;Caucasia
CHIGORODÓ;Chigorodó;5172;5172;Chigorodó
CISNEROS;Cisneros;5190;5190;Cisneros
COCORNÁ;Cocorná;5197;5197;Cocorná
CONCEPCIÓN;Concepción;5206;5206;Concepción
CONCORDIA;Concordia;5209;5209;Concordia
COPACABANA;Copacabana;5212;5212;Copacabana
DABEIBA;Dabeiba;5234;5234;Dabeiba
DONMATÍAS;Donmatías;5237;5237;Donmatías
EBÉJICO;Ebéjico;5240;5240;Ebéjico
EL BAGRE;El Bagre;5250;5250;El Bagre
ENTRERRIOS;Entrerrios;5264;5264;Entrerrios
ENVIGADO;Envigado;5266;5266;Envigado
FREDONIA;Fredonia;5282;5282;Fredonia
FRONTINO;Frontino;5284;5284;Frontino
GIRALDO;Giraldo;5306;5306;Giraldo
GIRARDOTA;Girardota;5308;5308;Girardota
GÓMEZ PLATA;Gómez Plata;5310;5310;Gómez Plata
GRANADA;Granada;5313;5313;Granada
GUADALUPE;Guadalupe;5315;5315;Guadalupe
GUARNE;Guarne;5318;5318;Guarne
GUATAPE;Guatape;5321;5321;Guatape
HELICONIA;Heliconia;5347;5347;Heliconia
HISPANIA;Hispania;5353;5353;Hispania
ITAGUI;Itagui;5360;5360;Itagui
ITUANGO;Ituango;5361;5361;Ituango
JARDÍN;Jardín;5364;5364;Jardín
JERICÓ;Jericó;5368;5368;Jericó
LA CEJA;La Ceja;5376;5376;La Ceja
LA ESTRELLA;La Estrella;5380;5380;La Estrella
LA PINTADA;La Pintada;5390;5390;La Pintada
LA UNIÓN;La Unión;5400;5400;La Unión
LIBORINA;Liborina;5411;5411;Liborina
MACEO;Maceo;5425;5425;Maceo
MARINILLA;Marinilla;5440;5440;Marinilla
MONTEBELLO;Montebello;5467;5467;Montebello
MURINDÓ;Murindó;5475;5475;Murindó
MUTATÁ;Mutatá;5480;5480;Mutatá
NARIÑO;Nariño;5483;5483;Nariño
NECOCLÍ;Necoclí;5490;5490;Necoclí
NECHÍ;Nechí;5495;5495;Nechí
OLAYA;Olaya;5501;5501;Olaya
PEÑOL;Peñol;5541;5541;Peñol
PEQUE;Peque;5543;5543;Peque
PUEBLORRICO;Pueblorrico;5576;5576;Pueblorrico
PUERTO BERRÍO;Puerto Berrío;5579;5579;Puerto Berrío
PUERTO NARE;Puerto Nare;5585;5585;Puerto Nare
PUERTO TRIUNFO;Puerto Triunfo;5591;5591;Puerto Triunfo
REMEDIOS;Remedios;5604;5604;Remedios
RETIRO;Retiro;5607;5607;Retiro
RIONEGRO;Rionegro;5615;5615;Rionegro
SABANALARGA;Sabanalarga;5628;5628;Sabanalarga
SABANETA;Sabaneta;5631;5631;Sabaneta
SALGAR;Salgar;5642;5642;Salgar
SAN ANDRÉS DE CUERQUÍA;San Andrés De Cuerquía;5647;5647;San Andrés De Cuerquía
SAN CARLOS;San Carlos;5649;5649;San Carlos
SAN FRANCISCO;San Francisco;5652;5652;San Francisco
SAN JERÓNIMO;San Jerónimo;5656;5656;San Jerónimo
SAN JOSÉ DE LA MONTAÑA;San José De La Montaña;5658;5658;San José De La Montaña
SAN JUAN DE URABÁ;San Juan De Urabá;5659;5659;San Juan De Urabá
SAN LUIS;San Luis;5660;5660;San Luis
SAN PEDRO DE LOS MILAGROS;San Pedro De Los Milagros;5664;5664;San Pedro De Los Milagros
SAN PEDRO DE URABA;San Pedro De Uraba;5665;5665;San Pedro De Uraba
SAN RAFAEL;San Rafael;5667;5667;San Rafael
SAN ROQUE;San Roque;5670;5670;San Roque
SAN VICENTE;San Vicente;5674;5674;San Vicente
SANTA BÁRBARA;Santa Bárbara;5679;5679;Santa Bárbara
SANTA ROSA DE OSOS;Santa Rosa De Osos;5686;5686;Santa Rosa De Osos
SANTO DOMINGO;Santo Domingo;5690;5690;Santo Domingo
EL SANTUARIO;El Santuario;5697;5697;El Santuario
SEGOVIA;Segovia;5736;5736;Segovia
SONSON;Sonson;5756;5756;Sonson
SOPETRÁN;Sopetrán;5761;5761;Sopetrán
TÁMESIS;Támesis;5789;5789;Támesis
TARAZÁ;Tarazá;5790;5790;Tarazá
TARSO;Tarso;5792;5792;Tarso
TITIRIBÍ;Titiribí;5809;5809;Titiribí
TOLEDO;Toledo;5819;5819;Toledo
TURBO;Turbo;5837;5837;Turbo
URAMITA;Uramita;5842;5842;Uramita
URRAO;Urrao;5847;5847;Urrao
VALDIVIA;Valdivia;5854;5854;Valdivia
VALPARAÍSO;Valparaíso;5856;5856;Valparaíso
VEGACHÍ;Vegachí;5858;5858;Vegachí
VENECIA;Venecia;5861;5861;Venecia
VIGÍA DEL FUERTE;Vigía Del Fuerte;5873;5873;Vigía Del Fuerte
YALÍ;Yalí;5885;5885;Yalí
YARUMAL;Yarumal;5887;5887;Yarumal
YOLOMBÓ;Yolombó;5890;5890;Yolombó
YONDÓ;Yondó;5893;5893;Yondó
ZARAGOZA;Zaragoza;5895;5895;Zaragoza
ARAUCA;Arauca;81001;81001;Arauca
ARAUQUITA;Arauquita;81065;81065;Arauquita
CRAVO NORTE;Cravo Norte;81220;81220;Cravo Norte
FORTUL;Fortul;81300;81300;Fortul
PUERTO RONDÓN;Puerto Rondón;81591;81591;Puerto Rondón
SARAVENA;Saravena;81736;81736;Saravena
TAME;Tame;81794;81794;Tame
BARRANQUILLA;Barranquilla;8001;8001;Barranquilla
BARANOA;Baranoa;8078;8078;Baranoa
CAMPO DE LA CRUZ;Campo De La Cruz;8137;8137;Campo De La Cruz
CANDELARIA;Candelaria;8141;8141;Candelaria
GALAPA;Galapa;8296;8296;Galapa
JUAN DE ACOSTA;Juan De Acosta;8372;8372;Juan De Acosta
LURUACO;Luruaco;8421;8421;Luruaco
MALAMBO;Malambo;8433;8433;Malambo
MANATÍ;Manatí;8436;8436;Manatí
PALMAR DE VARELA;Palmar De Varela;8520;8520;Palmar De Varela
PIOJÓ;Piojó;8549;8549;Piojó
POLONUEVO;Polonuevo;8558;8558;Polonuevo
PONEDERA;Ponedera;8560;8560;Ponedera
PUERTO COLOMBIA;Puerto Colombia;8573;8573;Puerto Colombia
REPELÓN;Repelón;8606;8606;Repelón
SABANAGRANDE;Sabanagrande;8634;8634;Sabanagrande
SABANALARGA;Sabanalarga;8638;8638;Sabanalarga
SANTA LUCÍA;Santa Lucía;8675;8675;Santa Lucía
SANTO TOMÁS;Santo Tomás;8685;8685;Santo Tomás
SOLEDAD;Soledad;8758;8758;Soledad
SUAN;Suan;8770;8770;Suan
TUBARÁ;Tubará;8832;8832;Tubará
USIACURÍ;Usiacurí;8849;8849;Usiacurí
BOGOTÁ;Bogotá;11001;11001;Bogotá
CARTAGENA;Cartagena;13001;13001;Cartagena
ACHÍ;Achí;13006;13006;Achí
ALTOS DEL ROSARIO;Altos Del Rosario;13030;13030;Altos Del Rosario
ARENAL;Arenal;13042;13042;Arenal
ARJONA;Arjona;13052;13052;Arjona
ARROYOHONDO;Arroyohondo;13062;13062;Arroyohondo
BARRANCO DE LOBA;Barranco De Loba;13074;13074;Barranco De Loba
CALAMAR;Calamar;13140;13140;Calamar
CANTAGALLO;Cantagallo;13160;13160;Cantagallo
CICUCO;Cicuco;13188;13188;Cicuco
CÓRDOBA;Córdoba;13212;13212;Córdoba
CLEMENCIA;Clemencia;13222;13222;Clemencia
EL CARMEN DE BOLÍVAR;El Carmen De Bolívar;13244;13244;El Carmen De Bolívar
EL GUAMO;El Guamo;13248;13248;El Guamo
EL PEÑÓN;El Peñón;13268;13268;El Peñón
HATILLO DE LOBA;Hatillo De Loba;13300;13300;Hatillo De Loba
MAGANGUÉ;Magangué;13430;13430;Magangué
MAHATES;Mahates;13433;13433;Mahates
MARGARITA;Margarita;13440;13440;Margarita
MARÍA LA BAJA;María La Baja;13442;13442;María La Baja
MONTECRISTO;Montecristo;13458;13458;Montecristo
MOMPÓS;Mompós;13468;13468;Mompós
MORALES;Morales;13473;13473;Morales
NOROSÍ;Norosí;13490;13490;Norosí
PINILLOS;Pinillos;13549;13549;Pinillos
REGIDOR;Regidor;13580;13580;Regidor
RÍO VIEJO;Río Viejo;13600;13600;Río Viejo
SAN CRISTÓBAL;San Cristóbal;13620;13620;San Cristóbal
SAN ESTANISLAO;San Estanislao;13647;13647;San Estanislao
SAN FERNANDO;San Fernando;13650;13650;San Fernando
SAN JACINTO;San Jacinto;13654;13654;San Jacinto
SAN JACINTO DEL CAUCA;San Jacinto Del Cauca;13655;13655;San Jacinto Del Cauca
SAN JUAN NEPOMUCENO;San Juan Nepomuceno;13657;13657;San Juan Nepomuceno
SAN MARTÍN DE LOBA;San Martín De Loba;13667;13667;San Martín De Loba
SAN PABLO;San Pablo;13670;13670;San Pablo
SANTA CATALINA;Santa Catalina;13673;13673;Santa Catalina
SANTA ROSA;Santa Rosa;13683;13683;Santa Rosa
SANTA ROSA DEL SUR;Santa Rosa Del Sur;13688;13688;Santa Rosa Del Sur
SIMITÍ;Simití;13744;13744;Simití
SOPLAVIENTO;Soplaviento;13760;13760;Soplaviento
TALAIGUA NUEVO;Talaigua Nuevo;13780;13780;Talaigua Nuevo
TIQUISIO;Tiquisio;13810;13810;Tiquisio
TURBACO;Turbaco;13836;13836;Turbaco
TURBANÁ;Turbaná;13838;13838;Turbaná
VILLANUEVA;Villanueva;13873;13873;Villanueva
ZAMBRANO;Zambrano;13894;13894;Zambrano
TUNJA;Tunja;15001;15001;Tunja
ALMEIDA;Almeida;15022;15022;Almeida
AQUITANIA;Aquitania;15047;15047;Aquitania
ARCABUCO;Arcabuco;15051;15051;Arcabuco
BELÉN;Belén;15087;15087;Belén
BERBEO;Berbeo;15090;15090;Berbeo
BETÉITIVA;Betéitiva;15092;15092;Betéitiva
BOAVITA;Boavita;15097;15097;Boavita
BOYACÁ;Boyacá;15104;15104;Boyacá
BRICEÑO;Briceño;15106;15106;Briceño
BUENAVISTA;Buenavista;15109;15109;Buenavista
BUSBANZÁ;Busbanzá;15114;15114;Busbanzá
CALDAS;Caldas;15131;15131;Caldas
CAMPOHERMOSO;Campohermoso;15135;15135;Campohermoso
CERINZA;Cerinza;15162;15162;Cerinza
CHINAVITA;Chinavita;15172;15172;Chinavita
CHIQUINQUIRÁ;Chiquinquirá;15176;15176;Chiquinquirá
CHISCAS;Chiscas;15180;15180;Chiscas
CHITA;Chita;15183;15183;Chita
CHITARAQUE;Chitaraque;15185;15185;Chitaraque
CHIVATÁ;Chivatá;15187;15187;Chivatá
CIÉNEGA;Ciénega;15189;15189;Ciénega
CÓMBITA;Cómbita;15204;15204;Cómbita
COPER;Coper;15212;15212;Coper
CORRALES;Corrales;15215;15215;Corrales
COVARACHÍA;Covarachía;15218;15218;Covarachía
CUBARÁ;Cubará;15223;15223;Cubará
CUCAITA;Cucaita;15224;15224;Cucaita
CUÍTIVA;Cuítiva;15226;15226;Cuítiva
CHÍQUIZA;Chíquiza;15232;15232;Chíquiza
CHIVOR;Chivor;15236;15236;Chivor
DUITAMA;Duitama;15238;15238;Duitama
EL COCUY;El Cocuy;15244;15244;El Cocuy
EL ESPINO;El Espino;15248;15248;El Espino
FIRAVITOBA;Firavitoba;15272;15272;Firavitoba
FLORESTA;Floresta;15276;15276;Floresta
GACHANTIVÁ;Gachantivá;15293;15293;Gachantivá
GAMEZA;Gameza;15296;15296;Gameza
GARAGOA;Garagoa;15299;15299;Garagoa
GUACAMAYAS;Guacamayas;15317;15317;Guacamayas
GUATEQUE;Guateque;15322;15322;Guateque
GUAYATÁ;Guayatá;15325;15325;Guayatá
GÜICÁN;Güicán;15332;15332;Güicán
IZA;Iza;15362;15362;Iza
JENESANO;Jenesano;15367;15367;Jenesano
JERICÓ;Jericó;15368;15368;Jericó
LABRANZAGRANDE;Labranzagrande;15377;15377;Labranzagrande
